batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
JM Bairstow,KH Pandya,23,32,1,0,4,139.1304347826087,0.043478260869565216
G Gambhir,DJ Bravo,23,32,1,5,0,139.1304347826087,0.043478260869565216
S Dhawan,J Suchith,23,32,0,3,2,139.1304347826087,0.0
S Badrinath,DS Kulkarni,23,32,1,5,1,139.1304347826087,0.043478260869565216
KL Rahul,Mustafizur Rahman,46,64,1,7,1,139.1304347826087,0.021739130434782608
DA Warner,JH Kallis,23,32,2,5,1,139.1304347826087,0.08695652173913043
CL White,B Kumar,23,32,1,2,1,139.1304347826087,0.043478260869565216
WP Saha,MC Henriques,23,32,2,1,2,139.1304347826087,0.08695652173913043
DPMD Jayawardene,R Bhatia,41,57,0,4,3,139.02439024390242,0.0
MS Dhoni,PP Chawla,59,82,2,5,4,138.98305084745763,0.03389830508474576
V Kohli,Mohammed Shami,77,107,5,17,0,138.96103896103895,0.06493506493506493
Shubman Gill,VR Aaron,18,25,1,5,0,138.88888888888889,0.05555555555555555
Yuvraj Singh,CH Morris,18,25,2,4,0,138.88888888888889,0.1111111111111111
LMP Simmons,D Wiese,18,25,0,3,1,138.88888888888889,0.0
MK Pandey,TA Boult,18,25,1,4,0,138.88888888888889,0.05555555555555555
KC Sangakkara,Z Khan,18,25,0,4,0,138.88888888888889,0.0
YK Pathan,M Morkel,18,25,1,0,2,138.88888888888889,0.05555555555555555
VR Iyer,JD Unadkat,18,25,0,1,2,138.88888888888889,0.0
NV Ojha,MF Maharoof,18,25,0,4,1,138.88888888888889,0.0
SK Raina,M Kartik,18,25,0,4,0,138.88888888888889,0.0
RD Gaikwad,MJ Henry,18,25,0,2,0,138.88888888888889,0.0
PA Patel,L Balaji,18,25,0,2,1,138.88888888888889,0.0
PA Patel,I Sharma,36,50,1,8,1,138.88888888888889,0.027777777777777776
SK Raina,S Gopal,18,25,1,3,1,138.88888888888889,0.05555555555555555
KS Williamson,Avesh Khan,18,25,1,2,1,138.88888888888889,0.05555555555555555
SK Raina,MJ McClenaghan,36,50,1,7,1,138.88888888888889,0.027777777777777776
KK Nair,DT Christian,18,25,1,2,1,138.88888888888889,0.05555555555555555
SR Watson,M Morkel,18,25,0,0,2,138.88888888888889,0.0
SV Samson,KH Pandya,67,93,0,9,0,138.80597014925374,0.0
KL Rahul,Washington Sundar,31,43,1,4,1,138.70967741935485,0.03225806451612903
V Sehwag,R Sharma,31,43,0,4,2,138.70967741935485,0.0
BA Stokes,Imran Tahir,31,43,1,3,1,138.70967741935485,0.03225806451612903
DA Miller,JJ Bumrah,31,43,1,2,2,138.70967741935485,0.03225806451612903
SK Raina,A Mishra,88,122,4,6,5,138.63636363636365,0.045454545454545456
LMP Simmons,RA Jadeja,44,61,2,6,3,138.63636363636365,0.045454545454545456
DJ Bravo,Y Venugopal Rao,13,18,0,1,1,138.46153846153845,0.0
DA Warner,SK Trivedi,26,36,0,3,1,138.46153846153845,0.0
AA Jhunjhunwala,DS Kulkarni,13,18,0,2,1,138.46153846153845,0.0
V Shankar,YS Chahal,13,18,2,1,1,138.46153846153845,0.15384615384615385
AC Gilchrist,JD Unadkat,13,18,0,3,0,138.46153846153845,0.0
VVS Laxman,DJ Bravo,13,18,1,1,1,138.46153846153845,0.07692307692307693
YBK Jaiswal,UT Yadav,13,18,1,4,0,138.46153846153845,0.07692307692307693
V Shankar,AD Russell,13,18,1,0,1,138.46153846153845,0.07692307692307693
YK Pathan,MJ McClenaghan,13,18,0,3,0,138.46153846153845,0.0
V Kohli,S Kaul,13,18,0,2,0,138.46153846153845,0.0
Yuvraj Singh,Y Venugopal Rao,13,18,1,3,0,138.46153846153845,0.07692307692307693
ML Hayden,DP Nannes,26,36,0,6,0,138.46153846153845,0.0
MK Tiwary,DJ Bravo,13,18,0,3,0,138.46153846153845,0.0
KA Pollard,R Ashwin,39,54,4,1,6,138.46153846153845,0.10256410256410256
ML Hayden,Z Khan,26,36,1,8,0,138.46153846153845,0.038461538461538464
D Padikkal,PWH de Silva,13,18,0,1,0,138.46153846153845,0.0
SV Samson,R Dhawan,13,18,1,3,0,138.46153846153845,0.07692307692307693
AJ Finch,JC Archer,13,18,0,1,2,138.46153846153845,0.0
Lalit Yadav,JJ Bumrah,13,18,0,2,0,138.46153846153845,0.0
MK Tiwary,SK Trivedi,13,18,1,2,0,138.46153846153845,0.07692307692307693
KP Pietersen,RA Jadeja,13,18,0,1,1,138.46153846153845,0.0
JP Duminy,RA Jadeja,13,18,0,1,1,138.46153846153845,0.0
SA Yadav,RD Chahar,26,36,0,6,0,138.46153846153845,0.0
JM Bairstow,A Nortje,13,18,1,3,0,138.46153846153845,0.07692307692307693
BJ Hodge,R Ashwin,13,18,1,0,1,138.46153846153845,0.07692307692307693
Rahmanullah Gurbaz,Shahbaz Ahmed,13,18,1,1,2,138.46153846153845,0.07692307692307693
G Gambhir,IK Pathan,52,72,2,12,1,138.46153846153845,0.038461538461538464
Abishek Porel,YS Chahal,13,18,2,1,1,138.46153846153845,0.15384615384615385
BB McCullum,CJ Anderson,13,18,0,3,0,138.46153846153845,0.0
BJ Hodge,Azhar Mahmood,13,18,0,0,1,138.46153846153845,0.0
C Munro,Harbhajan Singh,13,18,0,3,0,138.46153846153845,0.0
SR Tendulkar,M Muralitharan,26,36,0,3,1,138.46153846153845,0.0
N Rana,Washington Sundar,26,36,2,0,3,138.46153846153845,0.07692307692307693
KA Pollard,UT Yadav,26,36,1,2,1,138.46153846153845,0.038461538461538464
RA Jadeja,Z Khan,26,36,1,4,1,138.46153846153845,0.038461538461538464
JM Bairstow,Avesh Khan,13,18,1,2,1,138.46153846153845,0.07692307692307693
RK Singh,HH Pandya,13,18,0,2,1,138.46153846153845,0.0
JC Buttler,Mujeeb Ur Rahman,39,54,2,5,2,138.46153846153845,0.05128205128205128
SS Tiwary,RP Singh,13,18,1,3,0,138.46153846153845,0.07692307692307693
S Dhawan,RD Chahar,34,47,2,5,1,138.23529411764704,0.058823529411764705
S Dhawan,RJ Harris,34,47,0,8,0,138.23529411764704,0.0
AM Rahane,MJ McClenaghan,55,76,2,11,2,138.1818181818182,0.03636363636363636
KA Pollard,PP Chawla,42,58,1,4,4,138.0952380952381,0.023809523809523808
BJ Hodge,JH Kallis,21,29,2,3,0,138.0952380952381,0.09523809523809523
F du Plessis,UT Yadav,21,29,1,3,2,138.0952380952381,0.047619047619047616
KS Williamson,NM Coulter-Nile,21,29,1,2,1,138.0952380952381,0.047619047619047616
EJG Morgan,A Mishra,21,29,0,2,1,138.0952380952381,0.0
V Sehwag,IC Pandey,21,29,1,6,0,138.0952380952381,0.047619047619047616
PP Shaw,DR Sams,21,29,0,3,1,138.0952380952381,0.0
R Dravid,IK Pathan,42,58,2,7,2,138.0952380952381,0.047619047619047616
RR Pant,JO Holder,21,29,0,5,0,138.0952380952381,0.0
SE Marsh,DJ Bravo,21,29,1,4,0,138.0952380952381,0.047619047619047616
MA Agarwal,JD Unadkat,21,29,0,2,2,138.0952380952381,0.0
KC Sangakkara,KA Pollard,21,29,0,4,0,138.0952380952381,0.0
MK Tiwary,KK Cooper,21,29,0,4,0,138.0952380952381,0.0
MM Ali,Rashid Khan,42,58,4,6,3,138.0952380952381,0.09523809523809523
G Gambhir,Z Khan,79,109,6,16,1,137.9746835443038,0.0759493670886076
MK Pandey,DJ Bravo,29,40,2,3,1,137.93103448275863,0.06896551724137931
MK Pandey,CH Morris,29,40,0,6,0,137.93103448275863,0.0
DJ Hooda,YS Chahal,37,51,3,5,1,137.83783783783784,0.08108108108108109
DA Miller,SP Narine,37,51,0,3,3,137.83783783783784,0.0
YK Pathan,WD Parnell,24,33,2,4,1,137.5,0.08333333333333333
V Sehwag,JD Unadkat,16,22,2,4,0,137.5,0.125
V Sehwag,MM Sharma,24,33,2,4,1,137.5,0.08333333333333333
WP Saha,CH Morris,16,22,1,3,0,137.5,0.0625
V Sehwag,Harbhajan Singh,40,55,2,5,1,137.5,0.05
DA Miller,UT Yadav,40,55,2,4,3,137.5,0.05
DA Miller,DJ Bravo,32,44,2,2,2,137.5,0.0625
DA Warner,KA Pollard,40,55,0,4,2,137.5,0.0
MA Agarwal,SM Curran,16,22,0,3,0,137.5,0.0
V Kohli,PJ Cummins,24,33,0,4,1,137.5,0.0
Shubman Gill,Shahbaz Ahmed,16,22,1,1,2,137.5,0.0625
GH Vihari,R Vinay Kumar,16,22,0,3,0,137.5,0.0
SR Watson,AD Russell,24,33,0,4,0,137.5,0.0
AT Rayudu,S Nadeem,48,66,3,2,5,137.5,0.0625
Ishan Kishan,DJ Bravo,16,22,1,3,0,137.5,0.0625
SR Watson,KK Ahmed,16,22,0,1,2,137.5,0.0
AT Rayudu,BA Stokes,16,22,1,3,1,137.5,0.0625
SS Iyer,LH Ferguson,32,44,0,5,1,137.5,0.0
S Badrinath,B Kumar,16,22,0,3,0,137.5,0.0
CH Gayle,J Botha,16,22,0,3,1,137.5,0.0
RR Pant,A Zampa,16,22,2,2,1,137.5,0.125
KS Williamson,PJ Cummins,24,33,0,3,1,137.5,0.0
DP Conway,CV Varun,16,22,1,2,1,137.5,0.0625
G Gambhir,P Kumar,64,88,2,12,1,137.5,0.03125
R Parag,Shahbaz Ahmed,16,22,1,2,1,137.5,0.0625
EJG Morgan,MM Sharma,16,22,1,2,1,137.5,0.0625
DA Miller,TA Boult,24,33,0,0,2,137.5,0.0
KL Rahul,JR Hazlewood,32,44,1,3,3,137.5,0.03125
MR Marsh,R Ashwin,16,22,0,0,2,137.5,0.0
E Lewis,SN Thakur,16,22,1,2,1,137.5,0.0625
JC Buttler,AJ Tye,16,22,0,3,0,137.5,0.0
PP Shaw,M Prasidh Krishna,24,33,1,6,0,137.5,0.041666666666666664
D Brevis,Kuldeep Yadav,16,22,0,1,2,137.5,0.0
BJ Hodge,GR Napier,16,22,0,2,1,137.5,0.0
Mandeep Singh,JA Morkel,24,33,1,5,0,137.5,0.041666666666666664
GJ Maxwell,RA Jadeja,51,70,6,7,2,137.2549019607843,0.11764705882352941
R Dravid,L Balaji,43,59,1,10,0,137.2093023255814,0.023255813953488372
SR Tendulkar,AB Dinda,43,59,0,11,1,137.2093023255814,0.0
DA Warner,SL Malinga,54,74,2,7,3,137.03703703703704,0.037037037037037035
SPD Smith,R Vinay Kumar,27,37,3,4,0,137.03703703703704,0.1111111111111111
WP Saha,KK Ahmed,27,37,1,5,2,137.03703703703704,0.037037037037037035
KL Rahul,KA Pollard,27,37,1,1,2,137.03703703703704,0.037037037037037035
Tilak Varma,M Theekshana,19,26,0,2,0,136.8421052631579,0.0
AB de Villiers,Harmeet Singh,19,26,0,3,0,136.8421052631579,0.0
HH Gibbs,RE van der Merwe,19,26,0,1,2,136.8421052631579,0.0
KL Rahul,DJ Bravo,38,52,0,3,2,136.8421052631579,0.0
S Dhawan,Anureet Singh,19,26,0,5,0,136.8421052631579,0.0
Abhishek Sharma,Yash Dayal,19,26,2,5,0,136.8421052631579,0.10526315789473684
SC Ganguly,R Bhatia,19,26,1,2,1,136.8421052631579,0.05263157894736842
AM Rahane,WD Parnell,19,26,1,3,1,136.8421052631579,0.05263157894736842
SS Iyer,Basil Thampi,19,26,1,3,1,136.8421052631579,0.05263157894736842
R Parag,RD Chahar,19,26,0,0,2,136.8421052631579,0.0
MK Pandey,SR Watson,19,26,1,3,1,136.8421052631579,0.05263157894736842
AC Gilchrist,L Balaji,30,41,0,5,2,136.66666666666666,0.0
RG Sharma,SK Raina,30,41,1,1,3,136.66666666666666,0.03333333333333333
KD Karthik,B Kumar,60,82,1,5,4,136.66666666666666,0.016666666666666666
SV Samson,Harbhajan Singh,41,56,0,4,2,136.58536585365854,0.0
SP Fleming,P Kumar,11,15,0,1,1,136.36363636363635,0.0
KM Jadhav,Avesh Khan,11,15,0,2,0,136.36363636363635,0.0
KH Pandya,Shakib Al Hasan,11,15,1,2,0,136.36363636363635,0.09090909090909091
KM Jadhav,MC Henriques,11,15,1,2,0,136.36363636363635,0.09090909090909091
J Fraser-McGurk,Yash Thakur,11,15,0,1,1,136.36363636363635,0.0
Shakib Al Hasan,MM Sharma,11,15,0,2,0,136.36363636363635,0.0
KP Pietersen,A Mishra,22,30,1,1,3,136.36363636363635,0.045454545454545456
Q de Kock,Navdeep Saini,11,15,0,1,1,136.36363636363635,0.0
SR Tendulkar,Iqbal Abdulla,22,30,0,4,0,136.36363636363635,0.0
R Parag,Harpreet Brar,11,15,0,1,0,136.36363636363635,0.0
PA Patel,JP Faulkner,11,15,2,2,0,136.36363636363635,0.18181818181818182
VR Aaron,L Balaji,11,15,0,1,1,136.36363636363635,0.0
R Dravid,VRV Singh,22,30,2,4,1,136.36363636363635,0.09090909090909091
DA Warner,S Aravind,11,15,1,3,0,136.36363636363635,0.09090909090909091
WP Saha,JP Faulkner,22,30,1,4,0,136.36363636363635,0.045454545454545456
RD Gaikwad,K Kartikeya,11,15,0,0,1,136.36363636363635,0.0
DR Smith,S Aravind,11,15,2,1,1,136.36363636363635,0.18181818181818182
VVS Laxman,JH Kallis,11,15,0,2,0,136.36363636363635,0.0
SR Watson,A Kumble,33,45,0,7,0,136.36363636363635,0.0
RA Jadeja,LR Shukla,11,15,1,2,0,136.36363636363635,0.09090909090909091
Mandeep Singh,R Bhatia,11,15,0,1,0,136.36363636363635,0.0
V Sehwag,A Kumble,11,15,0,2,1,136.36363636363635,0.0
SPD Smith,JD Unadkat,11,15,0,2,0,136.36363636363635,0.0
SO Hetmyer,JR Hazlewood,11,15,0,1,1,136.36363636363635,0.0
DA Warner,T Shamsi,11,15,1,1,1,136.36363636363635,0.09090909090909091
SA Yadav,BA Stokes,11,15,0,1,0,136.36363636363635,0.0
SK Raina,M Markande,11,15,0,1,1,136.36363636363635,0.0
RG Sharma,C de Grandhomme,11,15,0,2,0,136.36363636363635,0.0
MS Dhoni,SB Styris,11,15,0,2,0,136.36363636363635,0.0
Mandeep Singh,BAW Mendis,11,15,0,2,0,136.36363636363635,0.0
SE Marsh,AA Jhunjhunwala,11,15,0,2,0,136.36363636363635,0.0
RV Uthappa,M Morkel,33,45,1,6,0,136.36363636363635,0.030303030303030304
STR Binny,RA Jadeja,22,30,2,1,2,136.36363636363635,0.09090909090909091
UT Khawaja,J Yadav,11,15,0,0,1,136.36363636363635,0.0
MJ Clarke,V Pratap Singh,11,15,1,3,0,136.36363636363635,0.09090909090909091
HH Pandya,Sandeep Sharma,11,15,1,1,1,136.36363636363635,0.09090909090909091
JH Kallis,MS Gony,22,30,2,6,0,136.36363636363635,0.09090909090909091
BB McCullum,R Dhawan,11,15,0,1,1,136.36363636363635,0.0
MEK Hussey,SK Warne,11,15,0,2,0,136.36363636363635,0.0
RR Rossouw,RD Chahar,11,15,0,1,1,136.36363636363635,0.0
DB Das,M Muralitharan,11,15,0,0,2,136.36363636363635,0.0
SS Iyer,KA Pollard,11,15,0,0,1,136.36363636363635,0.0
JC Buttler,DR Sams,22,30,0,3,1,136.36363636363635,0.0
SS Iyer,Yash Thakur,11,15,1,2,0,136.36363636363635,0.09090909090909091
BB McCullum,Z Khan,66,90,2,7,5,136.36363636363635,0.030303030303030304
ML Hayden,C Nanda,11,15,0,1,0,136.36363636363635,0.0
RJ Quiney,DS Kulkarni,11,15,0,2,0,136.36363636363635,0.0
SS Iyer,Rasikh Salam,11,15,0,2,0,136.36363636363635,0.0
JH Kallis,YA Abdulla,22,30,1,4,1,136.36363636363635,0.045454545454545456
KA Pollard,R Bhatia,22,30,2,3,1,136.36363636363635,0.09090909090909091
SS Iyer,DL Chahar,44,60,0,7,1,136.36363636363635,0.0
RG Sharma,L Balaji,22,30,3,4,1,136.36363636363635,0.13636363636363635
WP Saha,MA Starc,11,15,0,2,0,136.36363636363635,0.0
NLTC Perera,JD Unadkat,11,15,1,1,1,136.36363636363635,0.09090909090909091
VR Iyer,Rashid Khan,22,30,1,1,1,136.36363636363635,0.045454545454545456
CH Morris,SR Watson,11,15,1,1,0,136.36363636363635,0.09090909090909091
A Badoni,LH Ferguson,11,15,0,1,1,136.36363636363635,0.0
S Dhawan,Y Venugopal Rao,11,15,0,2,0,136.36363636363635,0.0
YK Pathan,R Dhawan,11,15,1,1,1,136.36363636363635,0.09090909090909091
JD Unadkat,HV Patel,11,15,1,2,0,136.36363636363635,0.09090909090909091
KD Karthik,KA Pollard,22,30,1,4,0,136.36363636363635,0.045454545454545456
B Sai Sudharsan,Suyash Sharma,11,15,0,1,0,136.36363636363635,0.0
SV Samson,BA Stokes,11,15,0,2,0,136.36363636363635,0.0
MD Mishra,A Kumble,11,15,0,1,1,136.36363636363635,0.0
M Vijay,AN Ahmed,11,15,0,2,1,136.36363636363635,0.0
RV Uthappa,SB Jakati,11,15,1,2,0,136.36363636363635,0.09090909090909091
MA Agarwal,SL Malinga,11,15,2,1,1,136.36363636363635,0.18181818181818182
MA Agarwal,Mohammad Nabi,11,15,0,0,2,136.36363636363635,0.0
YBK Jaiswal,AU Rashid,22,30,0,2,2,136.36363636363635,0.0
MK Pandey,VR Aaron,11,15,0,2,0,136.36363636363635,0.0
Shubman Gill,RP Meredith,11,15,0,2,0,136.36363636363635,0.0
SS Iyer,YS Chahal,69,94,2,3,8,136.23188405797103,0.028985507246376812
BB McCullum,JH Kallis,47,64,0,7,3,136.17021276595744,0.0
S Badrinath,M Kartik,47,64,0,6,1,136.17021276595744,0.0
DA Warner,SK Raina,36,49,1,3,3,136.11111111111111,0.027777777777777776
VR Iyer,B Kumar,36,49,0,6,2,136.11111111111111,0.0
JP Duminy,YS Chahal,36,49,1,0,5,136.11111111111111,0.027777777777777776
SV Samson,Shivam Mavi,25,34,5,7,0,136.0,0.2
HH Gibbs,B Lee,25,34,0,6,0,136.0,0.0
DA Warner,B Lee,25,34,0,3,2,136.0,0.0
KH Pandya,YS Chahal,39,53,2,3,3,135.8974358974359,0.05128205128205128
S Dhawan,YS Chahal,78,106,3,9,2,135.8974358974359,0.038461538461538464
KL Rahul,K Rabada,39,53,4,4,3,135.8974358974359,0.10256410256410256
AB de Villiers,SP Narine,39,53,4,5,2,135.8974358974359,0.10256410256410256
D Padikkal,M Pathirana,14,19,1,3,0,135.71428571428572,0.07142857142857142
DR Smith,VS Malik,14,19,0,3,0,135.71428571428572,0.0
Ishan Kishan,S Gopal,14,19,1,1,1,135.71428571428572,0.07142857142857142
SR Tendulkar,GB Hogg,14,19,0,2,0,135.71428571428572,0.0
MS Dhoni,Abdul Samad,14,19,0,2,0,135.71428571428572,0.0
KL Rahul,GJ Maxwell,14,19,1,0,2,135.71428571428572,0.07142857142857142
V Kohli,PJ Sangwan,28,38,0,2,2,135.71428571428572,0.0
SR Watson,MF Maharoof,14,19,0,2,0,135.71428571428572,0.0
TM Head,JJ Bumrah,14,19,1,2,0,135.71428571428572,0.07142857142857142
F du Plessis,SK Trivedi,14,19,0,0,1,135.71428571428572,0.0
KA Pollard,CH Morris,28,38,1,5,1,135.71428571428572,0.03571428571428571
Mandeep Singh,UT Yadav,14,19,2,3,0,135.71428571428572,0.14285714285714285
RA Jadeja,A Nehra,14,19,1,2,0,135.71428571428572,0.07142857142857142
RA Jadeja,CH Morris,14,19,3,3,0,135.71428571428572,0.21428571428571427
KH Pandya,Sandeep Sharma,14,19,1,2,0,135.71428571428572,0.07142857142857142
CJ Anderson,CH Morris,14,19,1,2,1,135.71428571428572,0.07142857142857142
SA Yadav,HF Gurney,14,19,0,3,0,135.71428571428572,0.0
Sikandar Raza,K Gowtham,14,19,0,1,1,135.71428571428572,0.0
WP Saha,Simarjeet Singh,14,19,0,2,1,135.71428571428572,0.0
RK Singh,KV Sharma,14,19,0,0,1,135.71428571428572,0.0
MEK Hussey,TM Dilshan,14,19,0,3,0,135.71428571428572,0.0
SE Marsh,RA Jadeja,14,19,0,2,0,135.71428571428572,0.0
F du Plessis,JA Richardson,14,19,0,3,1,135.71428571428572,0.0
JC Buttler,A Mishra,14,19,2,2,1,135.71428571428572,0.14285714285714285
SK Raina,B Lee,14,19,0,0,2,135.71428571428572,0.0
MP Stoinis,S Gopal,28,38,1,1,4,135.71428571428572,0.03571428571428571
MA Agarwal,Mustafizur Rahman,14,19,1,2,0,135.71428571428572,0.07142857142857142
GJ Bailey,A Mishra,14,19,1,1,1,135.71428571428572,0.07142857142857142
M Vohra,PP Chawla,14,19,2,0,2,135.71428571428572,0.14285714285714285
JH Kallis,AB Agarkar,14,19,1,1,2,135.71428571428572,0.07142857142857142
Shubman Gill,HV Patel,42,57,1,3,2,135.71428571428572,0.023809523809523808
S Badrinath,TM Dilshan,14,19,0,1,1,135.71428571428572,0.0
M Vijay,AB Agarkar,14,19,1,1,2,135.71428571428572,0.07142857142857142
DR Smith,PP Ojha,14,19,1,0,3,135.71428571428572,0.07142857142857142
LMP Simmons,Shivam Sharma,14,19,0,1,1,135.71428571428572,0.0
Abdul Samad,K Rabada,14,19,2,2,1,135.71428571428572,0.14285714285714285
SK Raina,SP Narine,87,118,3,8,5,135.63218390804596,0.034482758620689655
SK Raina,YS Chahal,73,99,4,7,6,135.6164383561644,0.0547945205479452
RG Sharma,SN Thakur,59,80,1,8,4,135.59322033898303,0.01694915254237288
N Rana,RA Jadeja,45,61,1,6,1,135.55555555555557,0.022222222222222223
P Simran Singh,KK Ahmed,31,42,1,8,0,135.48387096774192,0.03225806451612903
MS Dhoni,HH Pandya,31,42,1,2,3,135.48387096774192,0.03225806451612903
S Dhawan,Mohammed Siraj,31,42,1,5,1,135.48387096774192,0.03225806451612903
CA Lynn,B Kumar,31,42,1,7,1,135.48387096774192,0.03225806451612903
V Kohli,R Sharma,34,46,1,1,3,135.29411764705884,0.029411764705882353
Ishan Kishan,AS Rajpoot,17,23,0,3,1,135.29411764705884,0.0
M Vijay,TA Boult,17,23,0,2,1,135.29411764705884,0.0
LR Shukla,DJ Bravo,17,23,1,3,1,135.29411764705884,0.058823529411764705
V Kohli,Pankaj Singh,17,23,1,3,1,135.29411764705884,0.058823529411764705
RG Sharma,VG Arora,17,23,0,1,2,135.29411764705884,0.0
SA Yadav,SN Thakur,17,23,2,2,1,135.29411764705884,0.11764705882352941
YK Pathan,LR Shukla,17,23,1,1,1,135.29411764705884,0.058823529411764705
V Kohli,Harshit Rana,17,23,1,1,1,135.29411764705884,0.058823529411764705
DJ Hooda,Mustafizur Rahman,17,23,0,1,1,135.29411764705884,0.0
DJ Hooda,NM Coulter-Nile,17,23,1,3,0,135.29411764705884,0.058823529411764705
RA Jadeja,R Sharma,17,23,0,0,2,135.29411764705884,0.0
N Rana,KH Pandya,17,23,0,3,0,135.29411764705884,0.0
AB de Villiers,TG Southee,17,23,0,2,1,135.29411764705884,0.0
SA Yadav,M Prasidh Krishna,34,46,1,6,2,135.29411764705884,0.029411764705882353
Gurkeerat Singh,Basil Thampi,17,23,0,3,0,135.29411764705884,0.0
AB de Villiers,IC Pandey,17,23,1,4,1,135.29411764705884,0.058823529411764705
Shubman Gill,I Sharma,34,46,1,8,0,135.29411764705884,0.029411764705882353
SR Tendulkar,DW Steyn,37,50,1,9,0,135.13513513513513,0.02702702702702703
S Dhawan,L Balaji,37,50,0,3,3,135.13513513513513,0.0
SK Raina,JJ Bumrah,37,50,2,5,2,135.13513513513513,0.05405405405405406
MK Pandey,Bipul Sharma,37,50,1,0,4,135.13513513513513,0.02702702702702703
G Gambhir,SK Warne,37,50,0,5,0,135.13513513513513,0.0
PP Shaw,RD Chahar,20,27,2,4,0,135.0,0.1
SE Marsh,PP Ojha,20,27,1,1,2,135.0,0.05
KM Jadhav,SL Malinga,20,27,2,3,1,135.0,0.1
AL Menaria,PP Chawla,20,27,2,0,2,135.0,0.1
SK Raina,JP Duminy,20,27,0,2,0,135.0,0.0
S Dhawan,CH Morris,40,54,1,8,1,135.0,0.025
RD Gaikwad,VG Arora,20,27,0,4,0,135.0,0.0
SK Raina,PJ Sangwan,20,27,2,1,2,135.0,0.1
ML Hayden,RG Sharma,20,27,0,2,2,135.0,0.0
RV Uthappa,I Sharma,43,58,1,7,2,134.88372093023256,0.023255813953488372
Mandeep Singh,SP Narine,43,58,3,5,2,134.88372093023256,0.06976744186046512
IK Pathan,YK Pathan,23,31,0,2,1,134.7826086956522,0.0
YK Pathan,KA Pollard,23,31,2,3,1,134.7826086956522,0.08695652173913043
JC Buttler,DJ Willey,23,31,0,4,0,134.7826086956522,0.0
S Badrinath,YK Pathan,23,31,0,3,1,134.7826086956522,0.0
DPMD Jayawardene,M Kartik,23,31,0,4,0,134.7826086956522,0.0
DR Smith,SB Jakati,23,31,2,1,2,134.7826086956522,0.08695652173913043
DR Smith,AR Patel,23,31,2,2,2,134.7826086956522,0.08695652173913043
Y Venugopal Rao,SB Jakati,23,31,1,0,3,134.7826086956522,0.043478260869565216
SA Yadav,B Kumar,26,35,1,3,2,134.6153846153846,0.038461538461538464
G Gambhir,BA Bhatt,26,35,0,4,0,134.6153846153846,0.0
Abdul Samad,CV Varun,26,35,1,1,3,134.6153846153846,0.038461538461538464
R Dravid,M Kartik,26,35,1,4,0,134.6153846153846,0.038461538461538464
WP Saha,P Kumar,26,35,0,2,2,134.6153846153846,0.0
V Kohli,DL Chahar,52,70,1,11,0,134.6153846153846,0.019230769230769232
KD Karthik,SK Trivedi,26,35,1,5,1,134.6153846153846,0.038461538461538464
AD Russell,HV Patel,26,35,2,2,3,134.6153846153846,0.07692307692307693
ML Hayden,DJ Bravo,26,35,0,5,0,134.6153846153846,0.0
RD Gaikwad,T Natarajan,26,35,3,4,0,134.6153846153846,0.11538461538461539
RA Tripathi,Rashid Khan,26,35,1,4,0,134.6153846153846,0.038461538461538464
PP Shaw,AD Russell,26,35,0,4,1,134.6153846153846,0.0
YK Pathan,SL Malinga,55,74,0,9,1,134.54545454545453,0.0
RG Sharma,Mohammed Siraj,55,74,0,7,4,134.54545454545453,0.0
SR Watson,RA Jadeja,55,74,5,3,6,134.54545454545453,0.09090909090909091
RK Singh,RA Jadeja,32,43,1,1,4,134.375,0.03125
SK Raina,RR Powar,32,43,0,5,0,134.375,0.0
AM Rahane,IK Pathan,32,43,0,5,1,134.375,0.0
RA Tripathi,SP Narine,67,90,1,8,3,134.32835820895522,0.014925373134328358
Abhishek Sharma,Mohammed Siraj,35,47,0,5,3,134.28571428571428,0.0
G Gambhir,KV Sharma,35,47,2,6,1,134.28571428571428,0.05714285714285714
G Gambhir,MG Johnson,35,47,3,7,1,134.28571428571428,0.08571428571428572
SK Raina,Rashid Khan,35,47,3,5,2,134.28571428571428,0.08571428571428572
G Gambhir,JA Morkel,73,98,1,16,0,134.24657534246575,0.0136986301369863
KL Rahul,SP Narine,85,114,2,7,6,134.1176470588235,0.023529411764705882
AM Rahane,A Nehra,44,59,0,10,0,134.0909090909091,0.0
MEK Hussey,R Bhatia,44,59,0,5,1,134.0909090909091,0.0
V Sehwag,JA Morkel,44,59,1,8,2,134.0909090909091,0.022727272727272728
RD Gaikwad,Mohammed Siraj,47,63,1,11,0,134.04255319148936,0.02127659574468085
M Vijay,SR Watson,47,63,3,6,2,134.04255319148936,0.06382978723404255
KL Rahul,MJ McClenaghan,56,75,2,4,6,133.92857142857142,0.03571428571428571
DPMD Jayawardene,A Mishra,15,20,0,1,1,133.33333333333331,0.0
SK Raina,T Natarajan,12,16,0,2,0,133.33333333333331,0.0
DA Miller,OC McCoy,18,24,0,3,0,133.33333333333331,0.0
NLTC Perera,SP Narine,24,32,0,2,1,133.33333333333331,0.0
SA Yadav,K Gowtham,18,24,0,4,0,133.33333333333331,0.0
VR Iyer,Mohammed Shami,15,20,0,2,1,133.33333333333331,0.0
SC Ganguly,MM Patel,33,44,2,3,3,133.33333333333331,0.06060606060606061
